%time,AssimLight,BlackScr,CO2air,Cum_irr,EC_drain_PC,EnScr,HumDef,PipeGrow,PipeLow,Rhair,Tair,Tot_PAR,Tot_PAR_Lamps,VentLee,Ventwind,assim_sp,assim_vip,co2_dos,co2_sp,co2_vip,dx_sp,dx_vip,int_blue_sp,int_blue_vip,int_farred_sp,int_farred_vip,int_red_sp,int_red_vip,int_white_sp,int_white_vip,pH_drain_PC,scr_blck_sp,scr_blck_vip,scr_enrg_sp,scr_enrg_vip,t_grow_min_sp,t_grow_min_vip,t_heat_sp,t_heat_vip,t_rail_min_sp,t_rail_min_vip,t_vent_sp,t_ventlee_vip,t_ventwind_vip,water_sup,water_sup_intervals_sp_min,water_sup_intervals_vip_min,window_pos_lee_sp,window_pos_lee_vip
43816.01042, 100,  91,  528,  0.2,  4.1,  45,  2.6,  0.0,  0.0, 78.1, 13.8,  100, 100,  14,   3, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 12.3,  NaN,  0.0,  NaN, 13.3, 26.0,  2.0,  NaN, 1000,  NaN,  1.2
43816.01389, 100,  91,  503,  0.2,  4.1,  95,  2.8,  0.0,  0.0, 77.1, 14.2,  100, 100,  14,   3, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 12.4,  NaN,  0.0,  NaN, 13.4, 26.0,  2.0,  NaN, 1000,  NaN,  1.2
43816.01736, 100,  91,  509,  0.2,  4.1,  95,  2.9,  0.0,  0.0, 76.5, 14.5,  100, 100,  24,   3, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 12.5,  NaN,  0.0,  NaN, 13.5, 26.0,  2.0,  NaN, 1000,  NaN,  1.2
43816.02083, 100,  91,  515,  0.2,  4.1,  95,  3.0,  0.0,  0.0, 76.2, 14.9,  100, 100,  24,   3, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 12.6,  NaN,  0.0,  NaN, 13.6, 26.0,  2.0,  NaN, 1000,  NaN,  1.2
43816.02431, 100,  91,  483,  0.2,  4.1,  95,  3.1,  0.0,  0.0, 76.0, 15.1,  100, 100,  36,   3, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 12.7,  NaN,  0.0,  NaN, 13.7, 26.0,  2.0,  NaN, 1000,  NaN,  1.2
43816.02778, 100,  91,  509,  0.2,  4.1,  95,  3.1,  0.0,  0.0, 76.2, 15.3,  100, 100,  36,   3, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 12.8,  NaN,  0.0,  NaN, 13.8, 26.0,  2.0,  NaN, 1000,  NaN,  1.2
43816.03125, 100,  91,  478,  0.2,  4.1,  95,  3.0,  0.0,  0.0, 76.7, 15.4,  100, 100,  36,   3, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 12.9,  NaN,  0.0,  NaN, 13.9, 26.0,  2.0,  NaN, 1000,  NaN,  1.2
43816.03472, 100,  91,  510,  0.2,  4.1,  95,  3.1,  0.0,  0.0, 76.8, 15.5,  100, 100,  36,   3, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 13.0,  NaN,  0.0,  NaN, 14.0, 26.0,  2.0,  NaN, 1000,  NaN,  1.2
43816.03819, 100,  91,  479,  0.2,  4.0,  95,  3.0,  0.0,  0.0, 77.4, 15.5,  100, 100,  36,   3, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 13.1,  NaN,  0.0,  NaN, 14.1, 26.0,  2.0,  NaN, 1000,  NaN,  1.2
43816.04167, 100,  91,  511,  0.2,  4.1,  95,  3.0,  0.0,  0.0, 77.9, 15.7,  100, 100,  36,   3, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.4, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 13.2,  NaN,  0.0,  NaN, 14.2, 26.0,  2.0,  NaN, 1000,  NaN,  1.2
43816.04514, 100,  91,  482,  0.2,  4.1,  95,  2.9,  0.0,  0.0, 78.3, 15.6,  100, 100,  36,   3, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.4, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 13.3,  NaN,  0.0,  NaN, 14.3, 26.0,  2.0,  NaN, 1000,  NaN,  1.2
43816.04861, 100,  91,  504,  0.2,  4.1,  95,  2.8,  0.0,  0.0, 78.7, 15.6,  100, 100,  36,   3, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.4, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 13.4,  NaN,  0.0,  NaN, 14.4, 26.0,  2.0,  NaN, 1000,  NaN,  1.2
43816.05208, 100,  91,  483,  0.2,  4.1,  95,  2.8,  0.0,  0.0, 79.0, 15.6,  100, 100,  45,   3, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.4, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 13.5,  NaN,  0.0,  NaN, 14.5, 26.0,  2.0,  NaN, 1000,  NaN,  1.2
43816.05556, 100,  91,  473,  0.2,  4.1,  95,  2.8,  0.0,  0.0, 78.9, 15.7,  100, 100,  45,   3, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.4, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 13.6,  NaN,  0.0,  NaN, 14.6, 26.0,  2.0,  NaN, 1000,  NaN,  1.2
43816.05903, 100,  91,  475,  0.2,  4.1,  95,  2.8,  0.0,  0.0, 79.1, 15.9,  100, 100,  33,   3, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.4, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 13.7,  NaN,  0.0,  NaN, 14.7, 26.0,  2.0,  NaN, 1000,  NaN,  1.2
43816.06250, 100,  91,  475,  0.2,  4.0,  95,  2.8,  0.0,  0.0, 79.2, 16.0,  100, 100,  33,   3, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.4, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 13.8,  NaN,  0.0,  NaN, 14.8, 26.0,  2.0,  NaN, 1000,  NaN,  1.2
43816.06597, 100,  91,  474,  0.2,  4.0,  95,  2.9,  0.0,  0.0, 79.3, 16.3,  100, 100,  33,   3, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 13.9,  NaN,  0.0,  NaN, 14.9, 26.0,  2.0,  NaN, 1000,  NaN,  1.2
43816.06944, 100,  91,  479,  0.2,  4.0,  95,  2.9,  0.0,  0.0, 79.2, 16.3,  100, 100,  33,   3, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 14.0,  NaN,  0.0,  NaN, 15.0, 26.0,  2.0,  NaN, 1000,  NaN,  1.2
43816.07292, 100,  91,  482,  0.2,  4.0,  95,  2.8,  0.0,  0.0, 79.4, 16.0,  100, 100,  33,   3, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 14.1,  NaN,  0.0,  NaN, 15.1, 26.0,  2.0,  NaN, 1000,  NaN,  1.2
43816.07639, 100,  91,  478,  0.2,  4.0,  95,  2.8,  0.0,  0.0, 79.4, 16.2,  100, 100,  27,   3, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 14.2,  NaN,  0.0,  NaN, 15.2, 26.0,  2.0,  NaN, 1000,  NaN,  1.2
43816.07986, 100,  91,  471,  0.2,  4.0,  95,  2.8,  0.0,  0.0, 79.4, 16.3,  100, 100,  27,   3, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 14.3,  NaN,  0.0,  NaN, 15.3, 26.0,  2.0,  NaN, 1000,  NaN,  1.2
43816.08333, 100,  91,  475,  0.2,  4.0,  95,  2.8,  0.0,  0.0, 79.4, 16.1,  100, 100,  23,   3, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 14.4,  NaN,  0.0,  NaN, 15.4, 26.0,  2.0,  NaN, 1000,  NaN,  1.2
43816.08681, 100,  91,  476,  0.0,  4.0,  95,  2.8,  0.0,  0.0, 79.4, 16.3,  100, 100,  20,   3, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 14.5,  NaN,  0.0,  NaN, 15.5, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.09028, 100,  91,  476,  0.0,  4.0,  95,  2.8,  0.0,  0.0, 79.4, 16.0,  100, 100,  16,   3, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.4, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 14.6,  NaN,  0.0,  NaN, 15.6, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.09375, 100,  91,  476,  0.0,  4.0,  95,  2.9,  0.0,  0.0, 79.4, 16.4,  100, 100,  16,   3, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 14.7,  NaN,  0.0,  NaN, 15.7, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.09722, 100,  91,  478,  0.0,  4.0,  95,  2.8,  0.0,  0.0, 79.6, 16.2,  100, 100,  16,   3, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 14.8,  NaN,  0.0,  NaN, 15.8, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.10069, 100,  91,  476,  0.0,  4.0,  95,  2.8,  0.0,  0.0, 79.6, 16.3,  100, 100,  14,   3, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 14.9,  NaN,  0.0,  NaN, 15.9, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.10417, 100,  91,  474,  0.0,  4.0,  95,  2.8,  0.0,  0.0, 79.6, 16.1,  100, 100,  14,   3, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.4, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 15.0,  NaN,  0.0,  NaN, 16.0, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.10764, 100,  91,  475,  0.0,  4.0,  95,  2.8,  0.0,  0.0, 79.7, 16.1,  100, 100,   5,   1, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.4, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 15.1,  NaN,  0.0,  NaN, 16.1, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.11111, 100,  91,  462,  0.0,  4.0,  95,  2.8,  0.0,  0.0, 79.9, 16.3,  100, 100,   5,   1, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 15.2,  NaN,  0.0,  NaN, 16.2, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.11458, 100,  91,  473,  0.0,  4.0,  95,  2.7,  0.0,  0.0, 79.9, 16.0,  100, 100,   5,   1, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 15.3,  NaN,  0.0,  NaN, 16.3, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.11806, 100,  91,  503,  0.0,  4.0,  95,  2.7,  0.0,  0.0, 80.0, 16.1,  100, 100,   5,   1, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 15.4,  NaN,  0.0,  NaN, 16.4, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.12153, 100,  91,  463,  0.0,  4.0,  95,  2.7,  0.0,  0.0, 80.1, 16.2,  100, 100,   6,   1, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 15.5,  NaN,  0.0,  NaN, 16.5, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.12500, 100,  91,  468,  0.0,  4.0,  95,  2.7,  0.0,  0.0, 80.1, 16.2,  100, 100,   6,   1, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 15.6,  NaN,  0.0,  NaN, 16.6, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.12847, 100,  91,  458,  0.0,  4.0,  95,  2.7,  0.0,  0.0, 80.3, 16.0,  100, 100,   6,   1, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 15.7,  NaN,  0.0,  NaN, 16.7, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.13194, 100,  91,  457,  0.0,  4.0,  95,  2.7,  0.0,  0.0, 80.3, 16.2,  100, 100,   6,   1, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 15.8,  NaN,  0.0,  NaN, 16.8, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.13542, 100,  91,  462,  0.0,  4.0,  95,  2.7,  0.0,  0.0, 80.5, 16.2,  100, 100,   6,   1, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 15.9,  NaN,  0.0,  NaN, 16.9, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.13889, 100,  91,  468,  0.0,  4.0,  95,  2.7,  0.0,  0.0, 80.5, 16.1,  100, 100,   6,   1, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.4, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 16.0,  NaN,  0.0,  NaN, 17.0, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.14236, 100,  91,  468,  0.0,  4.0,  95,  2.7,  0.0,  0.0, 80.6, 16.1,  100, 100,   7,   2, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.4, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 16.1,  NaN,  0.0,  NaN, 17.1, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.14583, 100,  91,  468,  0.0,  4.0,  95,  2.7,  0.0,  0.0, 80.5, 16.3,  100, 100,   7,   2, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.4, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 16.2,  NaN,  0.0,  NaN, 17.2, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.14931, 100,  91,  459,  0.0,  4.0,  95,  2.7,  0.0, 26.0, 80.5, 16.3,  100, 100,   7,   3, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.4, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 16.3,  NaN,  0.0,  NaN, 17.3, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.15278, 100,  91,  465,  0.0,  4.0,  95,  2.8,  0.0, 30.2, 80.3, 16.5,  100, 100,   7,   3, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.4, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 16.4,  NaN,  0.0,  NaN, 17.4, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.15625, 100,  91,  462,  0.0,  4.0,  95,  3.1,  0.0,  0.0, 78.7, 16.9,  100, 100,   5,   0, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 16.5,  NaN,  0.0,  NaN, 17.5, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.15972, 100,  91,  471,  0.0,  4.0,  95,  3.2,  0.0,  0.0, 77.7, 17.1,  100, 100,   3,   0, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 16.6,  NaN,  0.0,  NaN, 17.6, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.16319, 100,  91,  465,  0.0,  4.0,  95,  3.3,  0.0,  0.0, 77.0, 17.1,  100, 100,   2,   0, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 16.7,  NaN,  0.0,  NaN, 17.7, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.16667, 100,  91,  456,  0.0,  4.0,  95,  3.4,  0.0,  0.0, 76.8, 17.2,  100, 100,   1,   0, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 16.8,  NaN,  0.0,  NaN, 17.8, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.17014, 100,  91,  458,  0.0,  4.0,  95,  3.4,  0.0,  0.0, 76.8, 17.3,  100, 100,   1,   0, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 16.9,  NaN,  0.0,  NaN, 17.9, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.17361, 100,  91,  472,  0.0,  4.0,  95,  3.4,  0.0,  0.0, 76.7, 17.4,  100, 100,   1,   0, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 17.0,  NaN,  0.0,  NaN, 18.0, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.17708, 100,  91,  477,  0.0,  4.0,  95,  3.4,  0.0,  0.0, 76.8, 17.3,  100, 100,   1,   0, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 17.1,  NaN,  0.0,  NaN, 18.1, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.18056, 100,  91,  458,  0.0,  4.0,  95,  3.4,  0.0,  0.0, 77.0, 17.5,  100, 100,   1,   0, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 17.2,  NaN,  0.0,  NaN, 18.2, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.18403, 100,  91,  457,  0.0,  4.0,  95,  3.4,  0.0,  0.0, 77.0, 17.4,  100, 100,   1,   0, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 17.3,  NaN,  0.0,  NaN, 18.3, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.18750, 100,  91,  453,  0.0,  4.0,  95,  3.4,  0.0, 25.8, 77.2, 17.6,  100, 100,   1,   0, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 17.4,  NaN,  0.0,  NaN, 18.4, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.19097, 100,  91,  457,  0.0,  4.0,  95,  3.3,  0.0, 26.6, 77.3, 17.3,  100, 100,   1,   0, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 17.5,  NaN,  0.0,  NaN, 18.5, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.19444, 100,  91,  459,  0.0,  4.0,  95,  3.5,  0.0, 27.5, 77.0, 17.7,  100, 100,   1,   0, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 17.6,  NaN,  0.0,  NaN, 18.6, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.19792, 100,  91,  470,  0.0,  4.0,  95,  3.5,  0.0,  0.0, 76.8, 17.7,  100, 100,   1,   0, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 17.7,  NaN,  0.0,  NaN, 18.7, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.20139, 100,  91,  459,  0.0,  4.0,  95,  3.5,  0.0,  0.0, 76.8, 17.8,  100, 100,   1,   0, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 17.8,  NaN,  0.0,  NaN, 18.8, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.20486, 100,  91,  468,  0.0,  4.0,  95,  3.5,  0.0, 26.3, 77.0, 17.7,  100, 100,   1,   0, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 17.9,  NaN,  0.0,  NaN, 18.9, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.20833, 100,  91,  456,  0.0,  4.0,  95,  3.5,  0.0, 25.8, 77.1, 17.8,  100, 100,   1,   0, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 18.0,  NaN,  0.0,  NaN, 19.0, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.21181, 100,  91,  470,  0.0,  4.0,  95,  3.4,  0.0, 25.5, 77.2, 17.7,  100, 100,   0,   0, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 18.0,  NaN,  0.0,  NaN, 19.0, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.21528, 100,  91,  460,  0.0,  4.0,  95,  3.4,  0.0, 25.0, 77.4, 17.8,  100, 100,   1,   0, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 18.0,  NaN,  0.0,  NaN, 19.0, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.21875, 100,  91,  456,  0.0,  4.0,  95,  3.3,  0.0, 24.7, 77.8, 17.7,  100, 100,   1,   0, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 18.0,  NaN,  0.0,  NaN, 19.0, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.22222, 100,  91,  462,  0.0,  4.0,  95,  3.3,  0.0, 24.5, 77.8, 17.7,  100, 100,   1,   0, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 18.0,  NaN,  0.0,  NaN, 19.0, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.22569, 100,  91,  463,  0.0,  4.0,  95,  3.3,  0.0, 24.3, 78.1, 17.6,  100, 100,   1,   0, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 18.0,  NaN,  0.0,  NaN, 19.0, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.22917, 100,  91,  456,  0.0,  4.0,  95,  3.3,  0.0, 24.9, 78.3, 17.7,  100, 100,   1,   0, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 18.0,  NaN,  0.0,  NaN, 19.0, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
43816.23264, 100,  91,  450,  0.0,  4.0,  95,  3.3,  0.0, 25.0, 78.2, 17.6,  100, 100,   2,   0, NaN, 100, 0.0000,  NaN,  400,  NaN,  2.2,   0,   0,   0,   0,   0,   0,   0,   0, 6.3, NaN,  96, NaN, 100,  NaN,  0.0,  NaN, 18.0,  NaN,  0.0,  NaN, 19.0, 26.0,  0.0,  NaN, 1000,  NaN,  1.2
